fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,total_acidity,acidity_ratio,sulfur_ratio,alcohol_density_ratio
12.0,0.45,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,10.3,6,13.0,26.607538802660752,0.5101936695169487,10.303090927278184
7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,10.3,6,8.02,18.703241895261844,0.5471594875568385,10.334102538376642
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7,9.309999999999999,16.698656429942417,0.4081549356135589,10.625501202886928
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7,9.309999999999999,16.698656429942417,0.4081549356135589,10.625501202886928
10.4,0.55,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,6,11.180000000000001,18.874773139745916,0.37499218766275705,10.306183710226136
6.9,0.36,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,10.1,6,7.510000000000001,19.113573407202217,0.31248046997062684,10.13649136892814
13.3,0.34,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81,9.5,6,14.16,39.002932551319645,0.32074866511952604,9.486718593968444
10.8,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,5,11.760000000000002,21.55688622754491,0.18517832672863968,9.499050094990501
10.6,0.83,0.37,2.6,0.086,26.0,70.0,0.9981,3.16,0.52,9.9,5,11.799999999999999,12.755716004813477,0.3714232653819231,9.918845807033364
7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.99855,3.67,0.73,9.6,5,7.789999999999999,11.251980982567353,0.2758525568083859,9.613940213309297
7.2,0.65,0.02,2.3,0.094,5.0,31.0,0.9993,3.67,0.8,9.7,5,7.87,11.059907834101383,0.16128511983484403,9.70679475632943
7.5,0.53,0.06,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,10.7,6,8.09,14.124293785310734,0.4545351242017227,10.737581535373806
11.1,0.18,0.48,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,10.1,6,11.76,61.32596685082873,0.4666355576294914,10.127343828336508
8.3,0.705,0.12,2.6,0.092,12.0,28.0,0.9994,3.51,0.72,10.0,5,9.125,11.756373937677056,0.4285561229956073,10.006003602161297
8.4,0.65,0.6,2.1,0.1119999999999999,12.0,90.0,0.9973,3.2,0.52,9.2,5,9.65,12.903225806451614,0.13333185186831256,9.22490724957385
7.6,0.62,0.32,2.2,0.0819999999999999,7.0,54.0,0.9966,3.36,0.52,9.4,5,8.54,12.238325281803542,0.12962722912538657,9.432069034718042
10.3,0.41,0.42,2.4,0.213,6.0,14.0,0.9994,3.19,0.62,9.5,6,11.13,25.060827250608277,0.4285408185129634,9.505703422053232
10.3,0.43,0.44,2.4,0.214,5.0,12.0,0.9994,3.19,0.63,9.5,6,11.17,23.897911832946637,0.41663194733772185,9.505703422053232
7.9,0.53,0.24,2.0,0.072,15.0,105.0,0.996,3.27,0.54,9.4,6,8.67,14.87758945386064,0.1428557823258826,9.437751004016064
9.0,0.46,0.31,2.8,0.093,19.0,98.0,0.99815,3.32,0.63,9.5,6,9.770000000000001,19.52277657266811,0.19387557269823777,9.517607574011922
8.6,0.47,0.3,3.0,0.076,30.0,135.0,0.9976,3.3,0.53,9.4,5,9.370000000000001,18.259023354564757,0.2222205761438804,9.422614274258219
7.4,0.36,0.29,2.6,0.087,26.0,72.0,0.99645,3.39,0.68,11.0,5,8.05,20.498614958448755,0.36110609574867014,11.039189121380902
9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,7,10.850000000000001,14.826021180030258,0.35592617074286875,11.512663930323356
9.6,0.77,0.12,2.9,0.0819999999999999,30.0,74.0,0.99865,3.3,0.64,10.4,6,10.489999999999998,12.451361867704279,0.4053999270280131,10.41405897962249
9.3,0.61,0.26,3.4,0.09,25.0,87.0,0.99975,3.24,0.62,9.7,5,10.17,15.220949263502456,0.2873530189308169,9.702425606401599
11.6,0.53,0.66,3.65,0.121,6.0,14.0,0.9978,3.05,0.74,11.5,7,12.79,21.845574387947266,0.4285408185129634,11.525355782721988
10.3,0.44,0.5,4.5,0.107,5.0,13.0,0.998,3.28,0.83,11.5,5,11.24,23.356009070294785,0.3845858010922237,11.52304609218437
13.4,0.27,0.62,2.6,0.0819999999999999,6.0,21.0,1.0002,3.16,0.67,9.7,6,14.29,49.44649446494465,0.28570068091995615,9.698060387922416
8.4,0.56,0.08,2.1,0.105,16.0,44.0,0.9958,3.13,0.52,11.0,5,9.040000000000001,14.973262032085561,0.3636280993613782,11.046394858405302
7.9,0.65,0.01,2.5,0.078,17.0,38.0,0.9963,3.34,0.74,11.7,7,8.56,12.135176651305684,0.4473566485092498,11.743450767841011
8.9,0.43,0.45,1.9,0.052,6.0,16.0,0.9948,3.35,0.7,12.5,6,9.78,20.649651972157773,0.37497656396475215,12.565339766787293
7.8,0.43,0.32,2.8,0.08,29.0,58.0,0.9974,3.31,0.64,10.3,5,8.55,18.097447795823665,0.49999137945897487,10.326849809504713
10.9,0.39,0.47,1.8,0.118,6.0,14.0,0.9982,3.3,0.75,9.8,6,11.760000000000002,27.877237851662404,0.4285408185129634,9.817671809256662
10.9,0.39,0.47,1.8,0.118,6.0,14.0,0.9982,3.3,0.75,9.8,6,11.760000000000002,27.877237851662404,0.4285408185129634,9.817671809256662
11.9,0.57,0.5,2.6,0.0819999999999999,6.0,32.0,1.0006,3.12,0.78,10.7,6,12.97,20.84063047285464,0.18749414080809976,10.693583849690185
9.6,0.56,0.31,2.8,0.089,15.0,46.0,0.9979,3.11,0.92,10.0,6,10.47,17.11229946524064,0.32607986782896026,10.02104419280489
9.1,0.795,0.0,2.6,0.096,11.0,26.0,0.9994,3.35,0.83,9.4,6,9.895,11.4321608040201,0.42306065151340333,9.40564338603162
7.7,0.665,0.0,2.4,0.09,8.0,19.0,0.9974,3.27,0.73,9.3,5,8.365,11.561561561561561,0.4210304720804168,9.324243031882897
6.7,0.75,0.01,2.4,0.078,17.0,32.0,0.9955,3.55,0.61,12.8,6,7.46,8.921438082556591,0.5312333989562826,12.857860371672526
11.5,0.41,0.52,3.0,0.08,29.0,55.0,1.0001,3.26,0.88,11.0,5,12.43,27.980535279805355,0.5272631406701697,10.998900109989002
10.5,0.42,0.66,2.95,0.1159999999999999,12.0,29.0,0.997,3.24,0.75,11.7,7,11.58,24.940617577197152,0.41377883521257885,11.735205616850552
11.9,0.43,0.66,3.1,0.109,10.0,23.0,1.0,3.15,0.85,10.4,7,12.99,27.610208816705338,0.4347637059258293,10.4
12.6,0.38,0.66,2.6,0.088,10.0,41.0,1.001,3.17,0.68,9.8,6,13.64,33.07086614173228,0.24389649032950417,9.790209790209792
8.2,0.7,0.23,2.0,0.099,14.0,81.0,0.9973,3.19,0.7,9.4,5,9.129999999999999,11.697574893009985,0.17283737237811878,9.425448711521108
8.6,0.45,0.31,2.6,0.086,21.0,50.0,0.9982,3.37,0.91,9.9,6,9.36,19.06873614190687,0.41999160016799664,9.917852133840913
11.9,0.58,0.66,2.5,0.072,6.0,37.0,0.9992,3.05,0.56,10.0,5,13.14,20.481927710843376,0.16215777951947247,10.0080064051241
12.5,0.46,0.63,2.0,0.071,6.0,15.0,0.9988,2.99,0.87,10.2,5,13.590000000000002,27.114967462039044,0.3999733351109926,10.212254705646775
10.4,0.575,0.61,2.6,0.076,11.0,24.0,1.0,3.16,0.69,9.0,5,11.584999999999999,18.055555555555557,0.4583142369067955,9.0
9.4,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,1.13,12.0,7,10.2,34.686346863468636,0.3333148158435642,12.045773940975709
7.9,0.24,0.4,1.6,0.0559999999999999,11.0,25.0,0.9967,3.32,0.87,8.7,6,8.540000000000001,32.78008298755187,0.4399824007039718,8.728805056687067
9.1,0.28,0.48,1.8,0.067,26.0,46.0,0.9967,3.32,1.04,10.6,6,9.86,32.38434163701067,0.5652051042368644,10.635095816193438
11.5,0.45,0.5,3.0,0.078,19.0,47.0,1.0003,3.26,1.11,11.0,6,12.45,25.49889135254989,0.4042467181549329,10.99670098970309
9.4,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,1.13,12.0,7,10.2,34.686346863468636,0.3333148158435642,12.045773940975709
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,6,8.98,31.800766283524904,0.4073923188030073,9.424503709645078
7.7,0.51,0.28,2.1,0.087,23.0,54.0,0.998,3.42,0.74,9.2,5,8.49,15.068493150684931,0.4259180385548416,9.218436873747494
7.8,0.46,0.26,1.9,0.088,23.0,53.0,0.9981,3.43,0.74,9.2,6,8.52,16.919739696312362,0.43395407633818234,9.217513275222922
9.5,0.37,0.52,2.0,0.0819999999999999,6.0,26.0,0.998,3.18,0.51,9.5,5,10.389999999999999,25.60646900269542,0.23076035537094727,9.519038076152304
11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,6,12.68,19.4585448392555,0.2653007081488133,11.013215859030836
8.7,0.765,0.22,2.3,0.064,9.0,42.0,0.9963,3.1,0.55,9.4,5,9.685,11.35770234986945,0.21428061236637225,9.434909163906454
12.2,0.48,0.54,2.6,0.085,19.0,64.0,1.0,3.1,0.61,10.5,6,13.219999999999999,25.363825363825363,0.2968703614006031,10.5
11.4,0.6,0.49,2.7,0.085,10.0,41.0,0.9994,3.15,0.63,10.5,6,12.49,18.96838602329451,0.24389649032950417,10.506303782269361
7.7,0.69,0.05,2.7,0.075,15.0,27.0,0.9974,3.26,0.61,9.1,5,8.440000000000001,11.143270622286542,0.5555349801859191,9.123721676358532
9.8,0.44,0.47,2.5,0.063,9.0,28.0,0.9981,3.24,0.65,10.8,6,10.71,22.222222222222225,0.32141709224670545,10.820559062218216
12.0,0.39,0.66,3.0,0.093,12.0,30.0,0.9996,3.18,0.63,10.8,7,13.05,30.690537084398976,0.39998666711109626,10.804321728691477
9.0,0.43,0.34,2.5,0.08,26.0,86.0,0.9987,3.38,0.62,9.5,6,9.77,20.88167053364269,0.30232206602248807,9.512366075898669
7.1,0.735,0.16,1.9,0.1,15.0,77.0,0.9966,3.27,0.64,9.3,5,7.995,9.646739130434783,0.19480266490045584,9.331727874774232
9.9,0.4,0.53,6.7,0.0969999999999999,6.0,19.0,0.9986,3.27,0.82,11.7,7,10.83,24.688279301745634,0.3157728540603126,11.71640296414981
8.8,0.52,0.34,2.7,0.087,24.0,122.0,0.9982,3.26,0.61,9.5,5,9.66,16.89059500959693,0.1967196990188605,9.517130835503908
10.6,0.48,0.64,2.2,0.111,6.0,20.0,0.997,3.26,0.66,11.7,6,11.72,22.037422037422036,0.2999850007499625,11.735205616850552
7.0,0.58,0.12,1.9,0.091,34.0,124.0,0.9956,3.44,0.48,10.5,5,7.7,12.048192771084338,0.27419133716663574,10.546404178384893
11.9,0.38,0.51,2.0,0.121,7.0,20.0,0.9996,3.24,0.76,10.4,6,12.790000000000001,31.233595800524935,0.34998250087495625,10.404161664665866
6.8,0.77,0.0,1.8,0.066,34.0,52.0,0.9976,3.62,0.68,9.9,5,7.57,8.81971465629053,0.6538335801234592,9.923817161186848
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7,7.47,7.8478002378121285,0.6666527780671236,12.359324758842444
7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,5,8.86,8.012486992715921,0.24999583340277662,10.949271722752385
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7,11.21,43.56846473029046,0.249989583767343,11.02425335738625
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7,7.47,7.8478002378121285,0.6666527780671236,12.359324758842444
6.4,0.67,0.08,2.1,0.045,19.0,48.0,0.9949,3.49,0.49,11.4,6,7.15,9.538002980625931,0.39582508697735463,11.458438033973264
9.5,0.78,0.22,1.9,0.077,6.0,32.0,0.9988,3.26,0.56,10.6,6,10.5,12.163892445582587,0.18749414080809976,10.612735282338805
9.1,0.52,0.33,1.3,0.07,9.0,30.0,0.9978,3.24,0.6,9.3,5,9.95,17.46641074856046,0.29999000033332224,9.320505111244739
12.8,0.84,0.63,2.4,0.088,13.0,35.0,0.9997,3.1,0.6,10.4,6,14.270000000000001,15.21997621878716,0.37141795948687184,10.403120936280883
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7,11.21,43.56846473029046,0.249989583767343,11.02425335738625
7.8,0.55,0.35,2.2,0.074,21.0,66.0,0.9974,3.25,0.56,9.2,5,8.7,14.156079854809436,0.3181769973182224,9.223982354120714
12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,5,13.320000000000002,31.457800511508953,0.3333148158435642,9.496201519392244
10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,6,11.360000000000001,25.304136253041364,0.4073998629655007,9.903961584633853
12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,5,13.320000000000002,31.457800511508953,0.3333148158435642,9.496201519392244
8.0,0.67,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56,10.2,6,8.97,11.922503725782414,0.6128933404299931,10.243020686884917
11.1,0.45,0.73,3.2,0.066,6.0,22.0,0.9986,3.17,0.66,11.2,6,12.28,24.611973392461195,0.27271487659651833,11.215701982775885
7.0,0.62,0.18,1.5,0.062,7.0,50.0,0.9951,3.08,0.6,9.3,5,7.8,11.272141706924316,0.1399972000559989,9.345794392523365
12.5,0.38,0.6,2.6,0.081,31.0,72.0,0.9996,3.1,0.73,10.5,5,13.48,32.808398950131235,0.4305495757003375,10.504201680672269
9.3,0.48,0.29,2.1,0.127,6.0,16.0,0.9968,3.22,0.72,11.2,5,10.07,19.33471933471934,0.37497656396475215,11.235955056179774
8.6,0.53,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,10.2,6,9.35,16.195856873822972,0.25924965742009554,10.233771445771044
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6,12.98,30.434782608695652,0.4857004085597555,10.806483890334201
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6,12.98,30.434782608695652,0.4857004085597555,10.806483890334201
6.8,0.56,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,6,7.39,12.12121212121212,0.5142710208279764,10.032102728731942
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7,11.360000000000001,31.419939577039276,0.22726239716376528,11.202240448089617
7.0,0.23,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,5,7.630000000000001,30.3030303030303,0.3134281577886897,11.153536977491962
8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,10.3,5,9.88,15.05922165820643,0.22726239716376528,10.314440216302824
9.2,0.63,0.21,2.7,0.0969999999999999,29.0,65.0,0.9988,3.28,0.58,9.6,5,10.040000000000001,14.580031695721077,0.4461469823541176,9.61153384060873
9.2,0.43,0.52,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,11.3,6,10.149999999999999,21.34570765661253,0.608669188296161,11.327185244587008
8.3,0.615,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,9.3,5,9.135000000000002,13.474025974025976,0.3157728540603126,9.316770186335404
11.5,0.315,0.54,2.1,0.084,5.0,15.0,0.9987,2.98,0.7,9.2,6,12.355,36.392405063291136,0.33331111259249385,9.21197556823871
10.3,0.5,0.42,2.0,0.069,21.0,51.0,0.9982,3.16,0.72,11.5,6,11.22,20.558882235528944,0.4117566322228976,11.52073732718894
8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79,14.0,6,9.71,19.08893709327549,0.3888672851508249,14.074595355383533
11.4,0.36,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62,9.2,6,12.45,31.578947368421055,0.28570068091995615,9.2
8.7,0.82,0.02,1.2,0.07,36.0,48.0,0.9952,3.2,0.58,9.8,5,9.54,10.596833130328868,0.7499843753255141,9.84726688102894
13.0,0.32,0.65,2.6,0.093,15.0,47.0,0.9996,3.05,0.61,10.6,5,13.97,40.49844236760124,0.31914214591178913,10.60424169667867
9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,6,10.56,17.7449168207024,0.48075998538489645,11.43430290872618
12.5,0.37,0.55,2.6,0.083,25.0,68.0,0.9995,3.15,0.82,10.4,6,13.42,33.692722371967655,0.3676416523286422,10.40520260130065
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,5,10.52,14.096916299559469,0.1785650512481697,10.212254705646775
9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.998,3.28,0.7,9.7,5,9.98,34.31734317343174,0.37497656396475215,9.719438877755511
10.4,0.24,0.49,1.8,0.075,6.0,20.0,0.9977,3.18,1.06,11.0,6,11.13,43.15352697095436,0.2999850007499625,11.025358324145534
9.4,0.685,0.11,2.7,0.077,6.0,31.0,0.9984,3.19,0.7,10.1,6,10.195,13.702623906705538,0.19354214380181284,10.116185897435898
9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,11.7,8,10.260000000000002,31.229235880398672,0.3529204164460914,11.74227217984745
10.6,0.36,0.6,2.2,0.152,7.0,18.0,0.9986,3.04,1.06,9.4,5,11.559999999999999,29.36288088642659,0.3888672851508249,9.413178449829761
10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,5,11.26,15.201192250372577,0.3529204164460914,10.024057738572573
10.2,0.645,0.36,1.8,0.053,5.0,14.0,0.9982,3.17,0.42,10.0,6,11.204999999999998,15.789473684210524,0.3571173487608028,10.018032458425166
9.3,0.39,0.4,2.6,0.073,10.0,26.0,0.9984,3.34,0.75,10.2,6,10.090000000000002,23.785166240409207,0.3846005922849121,10.216346153846153
9.2,0.41,0.5,2.5,0.055,12.0,25.0,0.9952,3.34,0.79,13.3,7,10.11,22.38442822384428,0.4799808007679693,13.364147909967846
8.9,0.4,0.51,2.6,0.052,13.0,27.0,0.995,3.32,0.9,13.4,7,9.81,22.194513715710723,0.48146364949446313,13.467336683417086
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6,9.7,12.590448625180898,0.2839471117640523,11.597680463907219
6.5,0.39,0.23,8.3,0.051,28.0,91.0,0.9952,3.44,0.55,12.1,6,7.12,16.624040920716112,0.3076889264953132,12.158360128617364
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8,11.579999999999998,30.484330484330485,0.31248046997062684,11.03088648215002
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6,8.57,14.971209213051823,0.36841135759585275,9.014423076923077
7.2,0.34,0.32,2.5,0.09,43.0,113.0,0.9966,3.32,0.79,11.1,5,7.86,21.114369501466275,0.3805276059503898,11.137868753762792
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8,11.579999999999998,30.484330484330485,0.31248046997062684,11.03088648215002
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6,9.7,12.590448625180898,0.2839471117640523,11.597680463907219
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6,8.57,14.971209213051823,0.36841135759585275,9.014423076923077
10.5,0.24,0.42,1.8,0.077,6.0,22.0,0.9976,3.21,1.05,10.8,7,11.16,43.56846473029046,0.27271487659651833,10.825982357658381
10.2,0.49,0.63,2.9,0.072,10.0,26.0,0.9968,3.16,0.78,12.5,7,11.32,20.773930753564155,0.3846005922849121,12.540128410914928
10.4,0.24,0.46,1.8,0.075,6.0,21.0,0.9976,3.25,1.02,10.8,7,11.100000000000001,43.15352697095436,0.28570068091995615,10.825982357658381
11.2,0.67,0.55,2.3,0.084,6.0,13.0,1.0,3.17,0.71,9.5,6,12.42,16.69150521609538,0.4615029613106684,9.5
10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,6,10.9,16.920473773265652,0.41934807503104793,10.206123674204523
10.7,0.4,0.48,2.1,0.125,15.0,49.0,0.998,3.03,0.81,9.7,6,11.58,26.68329177057356,0.3061162017101692,9.719438877755511
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7,11.65,20.54794520547945,0.3999733351109926,11.8319462548882
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7,11.65,20.54794520547945,0.3999733351109926,11.8319462548882
12.5,0.6,0.49,4.3,0.1,5.0,14.0,1.001,3.25,0.74,11.9,6,13.59,20.798668885191347,0.3571173487608028,11.88811188811189
9.8,0.25,0.49,2.7,0.088,15.0,33.0,0.9982,3.42,0.9,10.0,6,10.540000000000001,39.04382470119522,0.4545316808581559,10.018032458425166
9.3,0.4,0.49,2.5,0.085,38.0,142.0,0.9978,3.22,0.55,9.4,5,10.190000000000001,23.19201995012469,0.26760374926937136,9.420725596311886
9.2,0.43,0.49,2.4,0.086,23.0,116.0,0.9976,3.23,0.64,9.5,5,10.12,21.34570765661253,0.1982741528090275,9.522854851643945
7.0,0.38,0.49,2.5,0.0969999999999999,33.0,85.0,0.9962,3.39,0.77,11.4,6,7.87,18.37270341207349,0.38823072669733294,11.443485243926922
9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,5,10.770000000000001,15.689381933438986,0.18181267234326234,9.424503709645078
9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.87,10.3,6,9.56,41.17647058823529,0.03571301024963394,10.31031031031031
11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,5,12.770000000000001,31.233595800524935,0.285707483155163,10.295881647341064
11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,5,12.770000000000001,31.233595800524935,0.285707483155163,10.295881647341064
10.3,0.27,0.24,2.1,0.072,15.0,33.0,0.9956,3.22,0.66,12.8,6,10.81,38.00738007380074,0.4545316808581559,12.856568903173965
10.0,0.48,0.24,2.7,0.102,13.0,32.0,1.0,3.28,0.56,10.0,6,10.72,20.79002079002079,0.4062373050842161,10.0
9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.87,10.3,6,9.56,41.17647058823529,0.03571301024963394,10.31031031031031
9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,5,10.770000000000001,15.689381933438986,0.18181267234326234,9.424503709645078
8.1,0.825,0.24,2.1,0.084,5.0,13.0,0.9972,3.37,0.77,10.7,6,9.165,9.806295399515738,0.3845858010922237,10.730044123545929
11.2,0.5,0.74,5.15,0.1,5.0,17.0,0.9996,3.22,0.62,11.2,5,12.44,22.355289421157682,0.2941003470384095,11.204481792717086
9.2,0.59,0.24,3.3,0.1009999999999999,20.0,47.0,0.9988,3.26,0.67,9.6,5,10.03,15.566835871404399,0.42552286121571886,9.61153384060873
9.5,0.46,0.49,6.3,0.064,5.0,17.0,0.9988,3.21,0.73,11.0,6,10.450000000000001,20.607375271149674,0.2941003470384095,11.013215859030836
9.3,0.715,0.24,2.1,0.07,5.0,20.0,0.9966,3.12,0.59,9.9,5,10.255,12.98882681564246,0.24998750062496874,9.933774834437086
11.2,0.66,0.24,2.5,0.085,16.0,53.0,0.9993,3.06,0.72,11.0,6,12.1,16.944024205748864,0.3018810965830834,11.007705393775643
9.1,0.47,0.49,2.6,0.094,38.0,106.0,0.9982,3.08,0.59,9.1,5,10.06,19.32059447983015,0.358487184083169,9.1164095371669
7.5,0.55,0.24,2.0,0.078,10.0,28.0,0.9983,3.45,0.78,9.5,6,8.290000000000001,13.611615245009073,0.3571301024963394,9.516177501752981
10.6,0.31,0.49,2.5,0.067,6.0,21.0,0.9987,3.26,0.86,10.7,6,11.4,34.08360128617363,0.28570068091995615,10.713928106538498
12.4,0.35,0.49,2.6,0.079,27.0,69.0,0.9994,3.12,0.75,10.4,6,13.24,35.32763532763533,0.3912986768307705,10.40624374624775
6.8,0.51,0.01,2.1,0.074,9.0,25.0,0.9958,3.33,0.56,9.5,6,7.319999999999999,13.307240704500979,0.35998560057597695,9.54006828680458
9.4,0.43,0.24,2.8,0.092,14.0,45.0,0.998,3.19,0.73,10.0,6,10.07,21.809744779582367,0.31110419768449593,10.02004008016032
9.5,0.46,0.24,2.7,0.092,14.0,44.0,0.998,3.12,0.74,10.0,6,10.200000000000001,20.607375271149674,0.3181745869412059,10.02004008016032
10.9,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,6,11.92,20.527306967984934,0.588200694076819,11.697660467906418
12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,5,13.79,21.13144758735441,0.2631440450502605,11.406844106463879
9.0,0.54,0.49,2.9,0.094,41.0,110.0,0.9982,3.08,0.61,9.2,5,10.03,16.635859519408502,0.37272388432832426,9.216589861751151
7.6,0.29,0.49,2.7,0.092,25.0,60.0,0.9971,3.31,0.61,10.1,6,8.379999999999999,26.116838487972508,0.41665972233796106,10.129375188045332
12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,5,13.79,21.13144758735441,0.2631440450502605,11.406844106463879
8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,9.0,6,9.639999999999999,12.410841654778887,0.33331111259249385,9.00810729656691
9.8,0.5,0.49,2.6,0.25,5.0,20.0,0.999,3.31,0.79,10.7,6,10.790000000000001,19.560878243512974,0.24998750062496874,10.71071071071071
6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,6,6.800000000000001,17.174515235457065,0.4523701816623414,11.763523024331388
11.5,0.35,0.49,3.3,0.07,10.0,37.0,1.0003,3.32,0.91,11.0,6,12.34,32.763532763532766,0.2702629658657874,10.99670098970309
10.2,0.24,0.49,2.4,0.075,10.0,28.0,0.9978,3.14,0.61,10.4,5,10.93,42.32365145228216,0.3571301024963394,10.422930446983363
9.9,0.5,0.24,2.3,0.103,6.0,14.0,0.9978,3.34,0.52,10.0,4,10.64,19.760479041916167,0.4285408185129634,10.022048506714773
8.8,0.44,0.49,2.8,0.083,18.0,111.0,0.9982,3.3,0.6,9.5,5,9.73,19.9546485260771,0.16216070125494364,9.517130835503908
8.8,0.47,0.49,2.9,0.085,17.0,110.0,0.9982,3.29,0.6,9.8,5,9.760000000000002,18.683651804670916,0.1545440495995491,9.817671809256662
10.6,0.31,0.49,2.2,0.063,18.0,40.0,0.9976,3.14,0.51,9.8,6,11.4,34.08360128617363,0.449988750281243,9.823576583801122
12.3,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,5,13.290000000000001,24.550898203592816,0.3571173487608028,9.598080383923214
12.3,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,5,13.290000000000001,24.550898203592816,0.3571173487608028,9.598080383923214
12.0,0.28,0.49,1.9,0.074,10.0,21.0,0.9976,2.98,0.66,9.9,7,12.77,42.70462633451957,0.47616780153326027,9.923817161186848
7.3,0.73,0.24,1.9,0.108,18.0,102.0,0.9967,3.26,0.59,9.3,5,8.27,9.986320109439124,0.1764688581484495,9.330791612320658
